81688982, 40204942, 32329404
BnB
TSP
81688982, 40204942, 32329404
BnB
TSP
81688982, 40204942, 32329404
BnB
TSP
81688982, 40204942, 32329404
BnB
TSP
tsp-problem-100-100-100-25-1.txt,4480.72842686
tsp-problem-100-100-100-5-1.txt,9016.66873134
tsp-problem-100-1000-100-25-1.txt,4558.78773681
tsp-problem-100-1000-100-5-1.txt,8904.429451
tsp-problem-100-2000-100-25-1.txt,4856.14817985
tsp-problem-100-2000-100-5-1.txt,8920.13955478
tsp-problem-100-4000-100-25-1.txt,4712.86279821
tsp-problem-100-4000-100-5-1.txt,8950.2629182
tsp-problem-100-500-100-25-1.txt,4652.7436001
tsp-problem-100-500-100-5-1.txt,9018.42698735
81688982, 40204942, 32329404
BnB
TSP
tsp-problem-100-100-100-25-1.txt,4480.72842686
tsp-problem-100-100-100-5-1.txt,9016.66873134
tsp-problem-100-1000-100-25-1.txt,4558.78773681
tsp-problem-100-1000-100-5-1.txt,8904.429451
tsp-problem-100-2000-100-25-1.txt,4856.14817985
tsp-problem-100-2000-100-5-1.txt,8920.13955478
tsp-problem-100-4000-100-25-1.txt,4703.51381189
tsp-problem-100-4000-100-5-1.txt,8950.2629182
tsp-problem-100-500-100-25-1.txt,4652.7436001
tsp-problem-100-500-100-5-1.txt,9021.40171733
tsp-problem-1000-10000-100-25-1.txt,inf
tsp-problem-1000-10000-100-5-1.txt,inf
